deal_date,large,medium,소,origin,income,가격
20230319,소,양지,1+등급,korea,5563,5563,5563
20230319,소,양지,1등급,korea,5418,5418,5418
20230319,소,갈비,1++등급,korea,8560,8560,8560
20230319,소,갈비,1+등급,korea,7304,7304,7304
20230319,소,갈비,1등급,korea,6820,6820,6820
20230319,돼지,앞다리,앞다리,korea,1261,1261,1261
20230319,돼지,삼겹살,삼겹살,korea,2249,2249,2249
20230319,돼지,갈비,갈비,korea,1306,1306,1306
20230319,돼지,목심,목심,korea,2052,2052,2052
20230319,수입 소고기,갈비,미국산,income,3751,3751,3751
20230319,수입 소고기,갈비,호주산,income,4069,4069,4069
20230319,수입 소고기,갈비살,미국산,income,4326,4326,4326
20230319,수입 돼지고기,삼겹살,삼겹살,income,1468,1468,1468
20230319,닭,육계(kg),육계(kg),korea,6030,6030,6030
20230319,계란,특란10구,일반란,korea,3720,3720,3720
20230319,계란,특란30구,일반란,korea,6028,6028,6028
20230319,우유,흰우유,흰우유,korea,2883,2883,2883
20230320,소,안심,1++등급,korea,14064,14064,14064
20230320,소,안심,1+등급,korea,13180,13180,13180
20230320,소,안심,1등급,korea,12051,12051,12051
20230320,소,등심,1++등급,korea,12104,12104,12104
20230320,소,등심,1+등급,korea,10484,10484,10484
20230320,소,등심,1등급,korea,9193,9193,9193
20230320,소,설도,1++등급,korea,4493,4493,4493
20230320,소,설도,1+등급,korea,4215,4215,4215
20230320,소,설도,1등급,korea,4048,4048,4048
20230320,소,양지,1++등급,korea,6118,6118,6118
20230320,소,양지,1+등급,korea,5568,5568,5568
20230320,소,양지,1등급,korea,5412,5412,5412
20230320,소,갈비,1++등급,korea,8563,8563,8563
20230320,소,갈비,1+등급,korea,7283,7283,7283
20230320,소,갈비,1등급,korea,6795,6795,6795
20230320,돼지,앞다리,앞다리,korea,1261,1261,1261
20230320,돼지,삼겹살,삼겹살,korea,2222,2222,2222
20230320,돼지,갈비,갈비,korea,1306,1306,1306
20230320,돼지,목심,목심,korea,2023,2023,2023
20230320,수입 소고기,갈비,미국산,income,3750,3750,3750
20230320,수입 소고기,갈비,호주산,income,3968,3968,3968
20230320,수입 소고기,갈비살,미국산,income,4418,4418,4418
20230320,수입 돼지고기,삼겹살,삼겹살,income,1464,1464,1464
20230320,닭,육계(kg),육계(kg),korea,6060,6060,6060
20230320,계란,특란10구,일반란,korea,3718,3718,3718
20230320,계란,특란30구,일반란,korea,6251,6251,6251
20230320,우유,흰우유,흰우유,korea,2884,2884,2884
20230321,소,안심,1++등급,korea,14060,14060,14060
20230321,소,안심,1+등급,korea,13166,13166,13166
20230321,소,안심,1등급,korea,12032,12032,12032
20230321,소,등심,1++등급,korea,12120,12120,12120
20230321,소,등심,1+등급,korea,10486,10486,10486
20230321,소,등심,1등급,korea,9206,9206,9206
20230321,소,설도,1++등급,korea,4512,4512,4512
20230321,소,설도,1+등급,korea,4217,4217,4217
20230321,소,설도,1등급,korea,4043,4043,4043
20230321,소,양지,1++등급,korea,6118,6118,6118
20230321,소,양지,1+등급,korea,5565,5565,5565
20230321,소,양지,1등급,korea,5422,5422,5422
20230321,소,갈비,1++등급,korea,8680,8680,8680
20230321,소,갈비,1+등급,korea,7248,7248,7248
20230321,소,갈비,1등급,korea,6776,6776,6776
20230321,돼지,앞다리,앞다리,korea,1262,1262,1262
20230321,돼지,삼겹살,삼겹살,korea,2225,2225,2225
20230321,돼지,갈비,갈비,korea,1307,1307,1307
20230321,돼지,목심,목심,korea,2025,2025,2025
20230321,수입 소고기,갈비,미국산,income,3750,3750,3750
20230321,수입 소고기,갈비,호주산,income,3968,3968,3968
20230321,수입 소고기,갈비살,미국산,income,4444,4444,4444
20230321,수입 돼지고기,삼겹살,삼겹살,income,1467,1467,1467
20230321,닭,육계(kg),육계(kg),korea,6068,6068,6068
20230321,계란,특란10구,일반란,korea,3718,3718,3718
20230321,계란,특란30구,일반란,korea,6251,6251,6251
20230321,우유,흰우유,흰우유,korea,2884,2884,2884
20230322,소,안심,1++등급,korea,14061,14061,14061
20230322,소,안심,1+등급,korea,13116,13116,13116
20230322,소,안심,1등급,korea,12014,12014,12014
20230322,소,등심,1++등급,korea,12106,12106,12106
20230322,소,등심,1+등급,korea,10478,10478,10478
20230322,소,등심,1등급,korea,9196,9196,9196
20230322,소,설도,1++등급,korea,4504,4504,4504
20230322,소,설도,1+등급,korea,4223,4223,4223
20230322,소,설도,1등급,korea,4036,4036,4036
20230322,소,양지,1++등급,korea,6119,6119,6119
20230322,소,양지,1+등급,korea,5555,5555,5555
20230322,소,양지,1등급,korea,5408,5408,5408
20230322,소,갈비,1++등급,korea,8653,8653,8653
20230322,소,갈비,1+등급,korea,7246,7246,7246
20230322,소,갈비,1등급,korea,6765,6765,6765
20230322,돼지,앞다리,앞다리,korea,1260,1260,1260
20230322,돼지,삼겹살,삼겹살,korea,2224,2224,2224
20230322,돼지,갈비,갈비,korea,1309,1309,1309
20230322,돼지,목심,목심,korea,2023,2023,2023
20230322,수입 소고기,갈비,미국산,income,3749,3749,3749
20230322,수입 소고기,갈비,호주산,income,3970,3970,3970
20230322,수입 소고기,갈비살,미국산,income,4455,4455,4455
20230322,수입 돼지고기,삼겹살,삼겹살,income,1471,1471,1471
20230322,닭,육계(kg),육계(kg),korea,6069,6069,6069
20230322,계란,특란10구,일반란,korea,3718,3718,3718
20230322,계란,특란30구,일반란,korea,6294,6294,6294
20230322,우유,흰우유,흰우유,korea,2883,2883,2883
20230323,소,안심,1++등급,korea,14061,14061,14061
20230323,소,안심,1+등급,korea,13113,13113,13113
20230323,소,안심,1등급,korea,12012,12012,12012
20230323,소,등심,1++등급,korea,12087,12087,12087
20230323,소,등심,1+등급,korea,10476,10476,10476
20230323,소,등심,1등급,korea,9191,9191,9191
20230323,소,설도,1++등급,korea,4504,4504,4504
20230323,소,설도,1+등급,korea,4224,4224,4224
20230323,소,설도,1등급,korea,4036,4036,4036
20230323,소,양지,1++등급,korea,6110,6110,6110
20230323,소,양지,1+등급,korea,5549,5549,5549
20230323,소,양지,1등급,korea,5408,5408,5408
20230323,소,갈비,1++등급,korea,8656,8656,8656
20230323,소,갈비,1+등급,korea,7270,7270,7270
20230323,소,갈비,1등급,korea,6765,6765,6765
20230323,돼지,앞다리,앞다리,korea,1258,1258,1258
20230323,돼지,삼겹살,삼겹살,korea,2223,2223,2223
20230323,돼지,갈비,갈비,korea,1308,1308,1308
20230323,돼지,목심,목심,korea,2025,2025,2025
20230323,수입 소고기,갈비,미국산,income,3749,3749,3749
20230323,수입 소고기,갈비,호주산,income,3970,3970,3970
20230323,수입 소고기,갈비살,미국산,income,4455,4455,4455
20230323,수입 돼지고기,삼겹살,삼겹살,income,1466,1466,1466
20230323,닭,육계(kg),육계(kg),korea,6052,6052,6052
20230323,계란,특란10구,일반란,korea,3718,3718,3718
20230323,계란,특란30구,일반란,korea,6294,6294,6294
20230323,우유,흰우유,흰우유,korea,2883,2883,2883
20230324,소,안심,1++등급,korea,14043,14043,14043
20230324,소,안심,1+등급,korea,13093,13093,13093
20230324,소,안심,1등급,korea,12010,12010,12010
20230324,소,등심,1++등급,korea,12056,12056,12056
20230324,소,등심,1+등급,korea,10466,10466,10466
20230324,소,등심,1등급,korea,9172,9172,9172
20230324,소,설도,1++등급,korea,4505,4505,4505
20230324,소,설도,1+등급,korea,4220,4220,4220
20230324,소,설도,1등급,korea,4036,4036,4036
20230324,소,양지,1++등급,korea,6110,6110,6110
20230324,소,양지,1+등급,korea,5556,5556,5556
20230324,소,양지,1등급,korea,5410,5410,5410
20230324,소,갈비,1++등급,korea,8798,8798,8798
20230324,소,갈비,1+등급,korea,7316,7316,7316
20230324,소,갈비,1등급,korea,6778,6778,6778
20230324,돼지,앞다리,앞다리,korea,1259,1259,1259
20230324,돼지,삼겹살,삼겹살,korea,2222,2222,2222
20230324,돼지,갈비,갈비,korea,1309,1309,1309
20230324,돼지,목심,목심,korea,2026,2026,2026
20230324,수입 소고기,갈비,미국산,income,3763,3763,3763
20230324,수입 소고기,갈비,호주산,income,3915,3915,3915
20230324,수입 소고기,갈비살,미국산,income,4455,4455,4455
20230324,수입 돼지고기,삼겹살,삼겹살,income,1467,1467,1467
20230324,닭,육계(kg),육계(kg),korea,6052,6052,6052
20230324,계란,특란10구,일반란,korea,3718,3718,3718
20230324,계란,특란30구,일반란,korea,6307,6307,6307
20230324,우유,흰우유,흰우유,korea,2885,2885,2885
20230325,소,안심,1++등급,korea,14050,14050,14050
20230325,소,안심,1+등급,korea,13090,13090,13090
20230325,소,안심,1등급,korea,12029,12029,12029
20230325,소,등심,1++등급,korea,12074,12074,12074
20230325,소,등심,1+등급,korea,10460,10460,10460
20230325,소,등심,1등급,korea,9173,9173,9173
20230325,소,설도,1++등급,korea,4505,4505,4505
20230325,소,설도,1+등급,korea,4217,4217,4217
20230325,소,설도,1등급,korea,4033,4033,4033
20230325,소,양지,1++등급,korea,6106,6106,6106
20230325,소,양지,1+등급,korea,5556,5556,5556
20230325,소,양지,1등급,korea,5401,5401,5401
20230325,소,갈비,1++등급,korea,8770,8770,8770
20230325,소,갈비,1+등급,korea,7325,7325,7325
20230325,소,갈비,1등급,korea,6778,6778,6778
20230325,돼지,앞다리,앞다리,korea,1259,1259,1259
20230325,돼지,삼겹살,삼겹살,korea,2224,2224,2224
20230325,돼지,갈비,갈비,korea,1307,1307,1307
20230325,돼지,목심,목심,korea,2027,2027,2027
20230325,수입 소고기,갈비,미국산,income,3760,3760,3760
20230325,수입 소고기,갈비,호주산,income,3915,3915,3915
20230325,수입 소고기,갈비살,미국산,income,4455,4455,4455
20230325,수입 돼지고기,삼겹살,삼겹살,income,1475,1475,1475
20230325,닭,육계(kg),육계(kg),korea,6080,6080,6080
20230325,계란,특란10구,일반란,korea,3718,3718,3718
20230325,계란,특란30구,일반란,korea,6307,6307,6307
20230325,우유,흰우유,흰우유,korea,2887,2887,2887
20230326,소,안심,1++등급,korea,14051,14051,14051
20230326,소,안심,1+등급,korea,13087,13087,13087
20230326,소,안심,1등급,korea,12012,12012,12012
20230326,소,등심,1++등급,korea,12078,12078,12078
20230326,소,등심,1+등급,korea,10458,10458,10458
20230326,소,등심,1등급,korea,9168,9168,9168
20230326,소,설도,1++등급,korea,4505,4505,4505
20230326,소,설도,1+등급,korea,4205,4205,4205
20230326,소,설도,1등급,korea,4019,4019,4019
20230326,소,양지,1++등급,korea,6110,6110,6110
20230326,소,양지,1+등급,korea,5556,5556,5556
20230326,소,양지,1등급,korea,5396,5396,5396
20230326,소,갈비,1++등급,korea,8735,8735,8735
20230326,소,갈비,1+등급,korea,7330,7330,7330
20230326,소,갈비,1등급,korea,6775,6775,6775
20230326,돼지,앞다리,앞다리,korea,1259,1259,1259
20230326,돼지,삼겹살,삼겹살,korea,2224,2224,2224
20230326,돼지,갈비,갈비,korea,1307,1307,1307
20230326,돼지,목심,목심,korea,2028,2028,2028
20230326,수입 소고기,갈비,미국산,income,3760,3760,3760
20230326,수입 소고기,갈비,호주산,income,3915,3915,3915
20230326,수입 소고기,갈비살,미국산,income,4455,4455,4455
20230326,수입 돼지고기,삼겹살,삼겹살,income,1461,1461,1461
20230326,닭,육계(kg),육계(kg),korea,6080,6080,6080
20230326,계란,특란10구,일반란,korea,3718,3718,3718
20230326,계란,특란30구,일반란,korea,6317,6317,6317
20230326,우유,흰우유,흰우유,korea,2891,2891,2891
20230327,소,안심,1++등급,korea,14051,14051,14051
20230327,소,안심,1+등급,korea,13080,13080,13080
20230327,소,안심,1등급,korea,12159,12159,12159
20230327,소,등심,1++등급,korea,13295,13295,13295
20230327,소,등심,1+등급,korea,10452,10452,10452
20230327,소,등심,1등급,korea,8796,8796,8796
20230327,소,설도,1++등급,korea,4792,4792,4792
20230327,소,설도,1+등급,korea,4210,4210,4210
20230327,소,설도,1등급,korea,4009,4009,4009
20230327,소,양지,1++등급,korea,6106,6106,6106
20230327,소,양지,1+등급,korea,5555,5555,5555
20230327,소,양지,1등급,korea,5222,5222,5222
20230327,소,갈비,1++등급,korea,8742,8742,8742
20230327,소,갈비,1+등급,korea,7343,7343,7343
20230327,소,갈비,1등급,korea,6757,6757,6757
20230327,돼지,앞다리,앞다리,korea,1251,1251,1251
20230327,돼지,삼겹살,삼겹살,korea,2256,2256,2256
20230327,돼지,갈비,갈비,korea,1288,1288,1288
20230327,돼지,목심,목심,korea,2055,2055,2055
20230327,수입 소고기,갈비,미국산,income,3767,3767,3767
20230327,수입 소고기,갈비,호주산,income,3997,3997,3997
20230327,수입 소고기,갈비살,미국산,income,4502,4502,4502
20230327,수입 돼지고기,삼겹살,삼겹살,income,1458,1458,1458
20230327,닭,육계(kg),육계(kg),korea,6105,6105,6105
20230327,계란,특란10구,일반란,korea,3718,3718,3718
20230327,계란,특란30구,일반란,korea,6317,6317,6317
20230327,우유,흰우유,흰우유,korea,2891,2891,2891
20230328,소,안심,1++등급,korea,14044,14044,14044
20230328,소,안심,1+등급,korea,13070,13070,13070
20230328,소,안심,1등급,korea,12149,12149,12149
20230328,소,등심,1++등급,korea,13268,13268,13268
20230328,소,등심,1+등급,korea,10444,10444,10444
20230328,소,등심,1등급,korea,8800,8800,8800
20230328,소,설도,1++등급,korea,4792,4792,4792
20230328,소,설도,1+등급,korea,4216,4216,4216
20230328,소,설도,1등급,korea,4012,4012,4012
20230328,소,양지,1++등급,korea,6115,6115,6115
20230328,소,양지,1+등급,korea,5549,5549,5549
20230328,소,양지,1등급,korea,5225,5225,5225
20230328,소,갈비,1++등급,korea,8763,8763,8763
20230328,소,갈비,1+등급,korea,7343,7343,7343
20230328,소,갈비,1등급,korea,6757,6757,6757
20230328,돼지,앞다리,앞다리,korea,1251,1251,1251
20230328,돼지,삼겹살,삼겹살,korea,2256,2256,2256
20230328,돼지,갈비,갈비,korea,1287,1287,1287
20230328,돼지,목심,목심,korea,2058,2058,2058
20230328,수입 소고기,갈비,미국산,income,3767,3767,3767
20230328,수입 소고기,갈비,호주산,income,3997,3997,3997
20230328,수입 소고기,갈비살,미국산,income,4519,4519,4519
20230328,수입 돼지고기,삼겹살,삼겹살,income,1461,1461,1461
20230328,닭,육계(kg),육계(kg),korea,6105,6105,6105
20230328,계란,특란10구,일반란,korea,3718,3718,3718
20230328,계란,특란30구,일반란,korea,6317,6317,6317
20230328,우유,흰우유,흰우유,korea,2891,2891,2891
20230329,소,안심,1++등급,korea,14054,14054,14054
20230329,소,안심,1+등급,korea,13068,13068,13068
20230329,소,안심,1등급,korea,12153,12153,12153
20230329,소,등심,1++등급,korea,13263,13263,13263
20230329,소,등심,1+등급,korea,10435,10435,10435
20230329,소,등심,1등급,korea,8804,8804,8804
20230329,소,설도,1++등급,korea,4791,4791,4791
20230329,소,설도,1+등급,korea,4215,4215,4215
20230329,소,설도,1등급,korea,4021,4021,4021
20230329,소,양지,1++등급,korea,6105,6105,6105
20230329,소,양지,1+등급,korea,5549,5549,5549
20230329,소,양지,1등급,korea,5227,5227,5227
20230329,소,갈비,1++등급,korea,8718,8718,8718
20230329,소,갈비,1+등급,korea,7320,7320,7320
20230329,소,갈비,1등급,korea,6754,6754,6754
20230329,돼지,앞다리,앞다리,korea,1252,1252,1252
20230329,돼지,삼겹살,삼겹살,korea,2257,2257,2257
20230329,돼지,갈비,갈비,korea,1288,1288,1288
20230329,돼지,목심,목심,korea,2057,2057,2057
20230329,수입 소고기,갈비,미국산,income,3767,3767,3767
20230329,수입 소고기,갈비,호주산,income,3997,3997,3997
20230329,수입 소고기,갈비살,미국산,income,4519,4519,4519
20230329,수입 돼지고기,삼겹살,삼겹살,income,1460,1460,1460
20230329,닭,육계(kg),육계(kg),korea,6071,6071,6071
20230329,계란,특란10구,일반란,korea,3718,3718,3718
20230329,계란,특란30구,일반란,korea,6317,6317,6317
20230329,우유,흰우유,흰우유,korea,2891,2891,2891

