번호,재료명,아이템명,가격,아이템번호,마트번호
47,곤약,CJ 햇반현미귀리곤약밥 150G*3,6990,3,1
47,곤약,[대림] 곤약 600g,3080,1,2
47,곤약,한성기업 곤약 600g x 5봉,9880,2,2
47,곤약,설곤약 설모위 향라맛 향라곤약 중국 간식 18gx20개,12500,3,2
47,곤약,사조대림 곤약 (250G),1380,1,3
47,곤약,한성 실곤약 (200G),1330,2,3
47,곤약,실곤약200g,1300,3,3
48,골뱅이,동원 자연산 골뱅이 300G,8390,1,1
48,골뱅이,유동 자연산 골뱅이소면 밀키트 543G,8990,2,1
48,골뱅이,동원 자연산 골뱅이 400G,10990,3,1
48,골뱅이,[해동][국산] 서해안 골뱅이 (600g/팩),9980,1,2
48,골뱅이,[유동] 자연산 골뱅이 400g,10480,2,2
48,골뱅이,사조 자연산골뱅이 400g,10280,3,2
48,골뱅이,동원 골뱅이 (400G),8480,1,3
48,골뱅이,유동 자연산 골뱅이 (300G),8380,2,3
48,골뱅이,유동 자연산 골뱅이 (400G),10480,3,3
49,골뱅이통조림,유동 자연산 골뱅이 230G,6490,1,1
49,골뱅이통조림,유동 자연산 골뱅이 140G,4390,2,1
49,골뱅이통조림,동원 을지로 골뱅이 무침용 300G,6990,3,1
49,골뱅이통조림,[유동] 자연산 골뱅이 400g,10480,1,2
49,골뱅이통조림,사조 자연산골뱅이 400g,10280,2,2
49,골뱅이통조림,[동원 F&B] 자연산 골뱅이 400g,10800,3,2
49,골뱅이통조림,동원 골뱅이 (400G),8480,1,3
49,골뱅이통조림,유동 자연산 골뱅이 (300G),8380,2,3
49,골뱅이통조림,유동 자연산 골뱅이 (400G),10480,3,3
50,곱창,[밀키트] 홈플러스 시그니처 홈밀 푸짐한 순대곱창 전골 580G,9990,1,1
50,곱창,홈플러스시그니처 홈밀 직화 모듬 곱창 175G,6490,2,1
50,곱창,홈플러스시그니처 홈밀 불맛나는 직화불곱창 200G,6990,3,1
50,곱창,노브랜드 곱창전골 400g,3980,1,2
50,곱창,도드람 참숯에 구운 직화곱창 (300g),7280,2,2
50,곱창,호밍스 부산식 곱창전골 760g,13900,3,2
50,곱창,[웰굿] 대구식 국내산 돼지막창 생막창 400g,8900,1,3
50,곱창,[웰굿] 대구식 국내산 돼지막창 생막창 2kg(1kgx2팩),44500,2,3
50,곱창,[웰굿] 대구식 국내산 돼지막창 자른 삶은막창 400g,14900,3,3
51,곶감,상주_실속곶감12입/350G(봉),9990,1,1
51,곶감,믿고먹는농협 상주 곶감 16입 480G(팩),11990,2,1
51,곶감,지리산 산청 곶감10입(팩),10900,3,1
51,곶감,상주곶감 (특) 18입/팩 (630g내외),13800,1,2
51,곶감,상주곶감 반건시 6입 240g (팩),6980,2,2
51,곶감,반건시 10입/팩 (특/400g내외),9800,3,2
51,곶감,크림치즈호두곶감말이 (300G),17900,1,3
51,곶감,곶감(8입) (8입/팩),10900,2,3
51,곶감,[상주안심곶감]안심곶감 명품 건시 1.3kg (개당 41g내외/ 건시30-35과),35900,3,3
52,과일통조림,Dole 하프컷 복숭아 550G,4990,1,1
52,과일통조림,칵테일 방울토마토 750G(팩),10990,2,1
52,과일통조림,동원 Dole 파인애플 439G,2990,3,1
52,과일통조림,노브랜드 파인애플 슬라이스 850g,3780,1,2
52,과일통조림,[Dole]파인애플슬라이스439g,3080,2,2
52,과일통조림,★행사중 ~03/26★ 그리스 황도 410g X 6입,9680,3,2
52,과일통조림,Only Price 파인애플 슬라이스 (850G),3500,1,3
52,과일통조림,Only Price 지중해 황도 (410G),1990,2,3
52,과일통조림,동원 돌 파인애플슬라이스 (432G),2980,3,3
53,광어,홈플식탁 생연어 제주 광어 초밥 10입,14990,1,1
53,광어,직접 썰어먹는 광어회 100g,7990,2,1
53,광어,즉석수제초밥 (활광어) 10PCS,10900,3,1
53,광어,[냉장][국산] 내맘대로 광어회 (100g),8480,1,2
53,광어,[냉장][국산] 숙성 광어회 (150g),13800,2,2
53,광어,[냉장][국산] SSG 숙성 극신선 대광어회 (150g),13800,3,2
53,광어,광어 연어 모둠회 (200G/팩),19900,1,3
53,광어,광어회 (300G/팩),29900,2,3
53,광어,광어초밥 (14입),19900,3,3
54,구운김,동원 양반구운김밥김10매 20G,2990,1,1
54,구운김,[프링글스]프링글스 구운김맛 97G,3330,2,1
54,구운김,구운 김밥김20매40G,2990,3,1
54,구운김,맛있다! 파래김 광천김 100g (5g*20),7980,1,2
54,구운김,무가미 구운 돌김 36g(6g×6봉),4980,2,2
54,구운김,맛있다! 재래김 광천김 100g (5g*20),7980,3,2
54,구운김,양반 구운 김밥김 (10매) (20G),2280,1,3
54,구운김,간장에 찍어먹는 구운 광천김 (22G*3봉),4190,2,3
54,구운김,프링글스 구운 김 맛 (97G),3330,3,3
55,국간장,샘표 국간장 860ML,5850,1,1
55,국간장,샘표 국간장 500ML,3670,2,1
55,국간장,샘표 새미네 부엌 국간장 450ML,3960,3,1
55,국간장,[청정원] 햇살담은 국간장 500ml,4150,1,2
55,국간장,샘표 국간장 500ml,3670,2,2
55,국간장,[청정원] 햇살담은 국간장 840ml,6380,3,2
55,국간장,샘표 새미네부엌 국간장 (450ML),4000,1,3
55,국간장,샘표 국간장 (860ML),5900,2,3
55,국간장,샘표 새미네부엌 국간장 (830ML),6900,3,3
56,국멸치,주방필수품 다시다국물백 18x28cm 12매 육수망멸치망,12300,1,1
56,국멸치,CJ 비비고 멸치해물육수 500G,2990,2,1
56,국멸치,비비고 진국육수 멸치해물 500g x6개,16500,3,1
56,국멸치,[국산의힘] 통영 국물 멸치 600g,11980,1,2
56,국멸치,[냉동][국산]남해안에서 갓 잡은 국물멸치 (1.5kg),15800,2,2
56,국멸치,(신성건해)국물용멸치 1KG,17680,3,2
56,국멸치,[우리명가] 명품 멸치 프리미엄 사군자 국,74000,1,3
56,국멸치,[우리명가] 명품 멸치 사군자 실속 국,56000,2,3
56,국멸치,[자연원] 명품세트1호 1kg (은빛멸치 국물용1kg),225000,3,3
57,국물용 다시마,디포리 육수팩 밴댕이 다시팩 천연 조미료 국물용 석하 다시마 아기 만능 팩 18g X 10,10500,1,1
57,국물용 다시마,멸치 다시멸치 육수팩 천연 조미료 국물용 석하 다시마 아기 만능 팩 16g X 10개,10500,2,1
57,국물용 다시마,멸치 무 다시 육수팩 천연조미료 국물용 석하 다시마 아기 이유식 만능 티백 16g X 30,15800,3,1
57,국물용 다시마,국물내기가 편한 사각 다시마 100g,2780,1,2
57,국물용 다시마,[국산] 삼천포 멸치 해물 천연 다시팩 (15g*20팩 총 300g),14800,2,2
57,국물용 다시마,완도 자른다시마 200g,5480,3,2
57,국물용 다시마,완도산 건다시마 1kg(중품 식자재용),22900,1,3
57,국물용 다시마,[우리가락] 건다시마(뿌리) 1kg,28200,2,3
57,국물용 다시마,[우리가락] 건다시마 500g,13900,3,3
58,국물용멸치,수산물이력제 국물용멸치 300g,8990,1,1
58,국물용멸치,남해안 멸치 국물용 250G,10900,2,1
58,국물용멸치,멸치 국물용 700G,15900,3,1
58,국물용멸치,[국산의힘] 통영 국물 멸치 600g,11980,1,2
58,국물용멸치,황금레시피 육수한알(더 진한맛)120g(4g*30알),9980,2,2
58,국물용멸치,[12800 → 9980원 할인]제주통무 멸치 다시팩 480g (16g*30),12800,3,2
58,국물용멸치,국물용멸치 (700G),9990,1,3
58,국물용멸치,통영 국물용멸치 (300G),5990,2,3
58,국물용멸치,청정곳간 통영 국물용멸치 (600G),12900,3,3
59,국수,씨제이 베트남 쌀국수 375G,5990,1,1
59,국수,풀무원 들기름 막국수 2인 391.4G,5990,2,1
59,국수,풀무원 베트남 쌀국수 4인 634G,9990,3,1
59,국수,[오뚜기] 옛날 국수 소면 900g,3550,1,2
59,국수,[백설] 제일제면소 소면 900g,3480,2,2
59,국수,[오뚜기] 옛날 국수 중면 900g,3680,3,2
59,국수,오뚜기 옛날국수 소면 (1.5KG),5450,1,3
59,국수,백설 제일제면소 소면 (900G),3480,2,3
59,국수,오뚜기 옛날국수 중면 (900G),3550,3,3
60,굴,익혀서 먹는 굴 (국산) 200G(봉),8300,1,1
60,굴,손질 굴 800G(팩),15900,2,1
60,굴,[e경남몰]통영 해산물 냉동굴 1kg,15600,3,1
60,굴,[생물][국산] 남해안 생굴 (150g/봉)(가열조리용),6980,1,2
60,굴,[생물][국산] 통영 대용량 생굴 (400g 봉지포장)(가열조리용),14800,2,2
60,굴,[생물][국산] 통영 생굴 (250g 봉지포장)(가열조리용),9980,3,2
60,굴,통영 굴 (300G),6800,1,3
60,굴,한입 굴튀김 (250G),5900,2,3
60,굴,[남해바다] 국내산 생굴 1kg,16900,3,3
61,굴소스,CJ 백설 남해 바다 굴소스 500G,7690,1,1
61,굴소스,오뚜기 이금기 팬더 굴소스 255G,3290,2,1
61,굴소스,오뚜기 이금기 팬더 굴소스 510G,4890,3,1
61,굴소스,[오뚜기] 이금기 팬더굴소스 255g,3000,1,2
61,굴소스,노브랜드 굴소스 490g,3280,2,2
61,굴소스,오뚜기 이금기굴소스(팬더) 510g,4380,3,2
61,굴소스,이금기 굴소스(팬더) (510G),4380,1,3
61,굴소스,청정원 프리미엄굴소스 (170G),3380,2,3
61,굴소스,이금기 팬더 굴소스 (255G),2980,3,3
62,굵은고춧가루,22년 햇고추 굵은 고춧가루 1kg 국산100%,34900,1,1
62,굵은고춧가루,22년 햇고추 굵은 고춧가루 500g 국산100%,19900,2,1
62,굵은고춧가루,고춧가루 고추가루 김치용 굵은 매운 청양 업소용 고춧 가루 고추 땡초 국내산 1kg,26590,1,2
62,굵은고춧가루,국내산 고추가루 1근(600g),26900,2,2
62,굵은고춧가루,다시다 지미조미료 인도산 굵은 고추가루 신영 크러쉬드 레드페퍼 150g,14590,3,2
62,굵은고춧가루,[팜쿡] 전통식품 고춧가루(굵은가루) 국내산 500g,17900,1,3
62,굵은고춧가루,[팜쿡] 전통식품 고춧가루(굵은가루) 국내산 1kg,27900,2,3
62,굵은고춧가루,[팜쿡] 전통식품 고춧가루(굵은가루) 국내산 500g x 3팩,50900,3,3
63,굵은소금,simplus 굵은소금 1KG,3490,1,1
63,굵은소금,simplus 굵은소금 3KG,9990,2,1
63,굵은소금,대상 청정원 천일염 굵은소금 5KG,23800,3,1
63,굵은소금,[백설] 오천년의 신비 명품 천일염 대용량 (굵은 입자) 3kg,13800,1,2
63,굵은소금,몬타스코 히말라야 굵은 핑크소금 500g,6280,2,2
63,굵은소금,천일염 굵은소금2.5kg,12880,3,2
63,굵은소금,청정원 굵은소금 천일염 (1kg),5460,1,3
63,굵은소금,[영심이네] 22년 신안 여름 천일염 20kg(굵은소금)/포대포장,43900,2,3
63,굵은소금,[영심이네] 1년숙성건조 신안천일염(굵은소금) 1kg 5개,18900,3,3
64,그라나 빠다노,그라나파다노 치즈 200G,9980,1,1
64,그라나 빠다노,암브로시 그라나파다노 치즈 20G*5,7900,2,1
64,그라나 빠다노,크레모나 그라나파다노 200g[아이스박스포함가],8400,3,1
64,그라나 빠다노,[안티코]그라나 파다노 150g,10800,1,2
64,그라나 빠다노,쁘띠구르망 그라나파다노 눈꽃슈레드 200g,11800,2,2
64,그라나 빠다노,AMBROSI 그라나 파다노 100g(20g*5),7780,3,2
65,그린올리브,고야 홀 그린 퀸 올리브 359G,4390,1,1
65,그린올리브,직수입 그린올리브 340G,1990,2,1
65,그린올리브,직수입 그린 올리브 슬라이스 340G,1990,3,1
65,그린올리브,노브랜드 그린올리브 340g,1980,1,2
65,그린올리브,카스텔베트라노 올리브그린 575g,13800,2,2
65,그린올리브,베르니 씨없는 그린 올리브 290g,5980,3,2
65,그린올리브,고야 홀그린 퀸 올리브 (359G),3280,1,3
65,그린올리브,알뜨랑 비누 (그린올리브) (140G*3개),6900,2,3
65,그린올리브,베르니 피티드 그린올리브 (290G),3580,3,3
66,근대,근대 (봉),1590,1,1
66,근대,[가락시장 경매 식자재 채소] 근대 4kg/box,17000,2,1
66,근대,[산지직송]무농약 순창 친환경 쌈채소 모듬 1kg,16900,3,1
66,근대,근대,1980,1,2
66,근대,[가락시장 경매 식자재 채소]근대 4kg/box,17000,2,2
66,근대,모듬쌈 모둠 쌈 채소 샐러드채소 13종 쌈야채 로메인 케일 600g 1kg 2kg,16900,3,2
66,근대,로컬 근대 (봉),1990,1,3
66,근대,[우리가락] 근대 4kg,29500,2,3
66,근대,[가락시장 경매 식자재 채소] 근대 4kg/box,19000,3,3
67,기름,오뚜기 고추맛 기름 80ML,2180,1,1
67,기름,백설 파기름 220ml x2개,13900,2,1
67,기름,백설 마늘 생강기름 220ml x2개,11900,3,1
67,기름,노브랜드 포도씨유 1L,7880,1,2
67,기름,[노브랜드] 카놀라유 식용유 2L,8480,2,2
67,기름,해표 식용유1.8L,8500,3,2
67,기름,오뚜기 옛날참기름 (450ML),7980,1,3
67,기름,Only Price 참기름 (450ML),5500,2,3
67,기름,백설 진한참기름 (500ML),7800,3,3
68,김,해달음 광천김 4G*20봉,8990,1,1
68,김,동원 참기름김 4G*16봉,8990,2,1
68,김,CJ명가 김밥김10매 22G,2990,3,1
68,김,[노브랜드] 구운 김밥용 김 (10매/20g),1680,1,2
68,김,[노브랜드] 도시락 김 100g (5g*20),5480,2,2
68,김,[8980 → 6480원 할인][풀무원] 들기름 재래김 도시락김 100g (5gX20),6480,3,2
68,김,해표 더고소한김(바삭돌김) (4.5G*16봉),8980,1,3
68,김,양반 들기름향이 그윽한 김 (5G*20봉),5480,2,3
68,김,대천김 골드1호 재래 식탁김 (5G*20봉),5490,3,3
69,김밥용김,대천김 구이김밥용김22G*3봉,6490,1,1
69,김밥용김,[바다모아]두번 구운김밥김 김밥용김 10매 2봉,4490,2,1
69,김밥용김,[참다올] 명절 충남명품 김밥용김 10봉(23gx10),21000,3,1
69,김밥용김,[노브랜드] 구운 김밥용 김 (10매/20g),1680,1,2
69,김밥용김,[2580 → 1980원 할인]풀무원 두번 구워 김밥이 더욱 향긋한 김밥 김 (10매/20g),1980,2,2
69,김밥용김,네번 구워 김밥이 더욱 향긋한 김밥 김 (10매 20g),3980,3,2
69,김밥용김,카카오프렌즈 광천 김밥김 (20G),1990,1,3
69,김밥용김,양반 구운 김밥김 (10매) (20G),2280,2,3
69,김밥용김,대천 김밥김 (22G*3봉),4190,3,3
70,김치,씨제이 비비고 썰은 배추김치(통) 500G,9990,1,1
70,김치,예소담 특썰은김치 1KG,11900,2,1
70,김치,대상 종가집 묵은지 900G,13900,3,1
70,김치,포기김치 900g,13900,1,2
70,김치,노브랜드 별미포기김치3.5kg,15980,2,2
70,김치,노브랜드 별미맛김치1.9kg,10980,3,2
70,김치,종가 묵은지 (900G),13900,1,3
70,김치,CJ 비비고 썰은김치 (900G),9900,2,3
70,김치,요리하다 볶음김치 (80G),990,3,3
71,까나리액젓,CJ 하선정 까나리액젓 800G(658ML),5280,1,1
71,까나리액젓,대상 청정원 까나리액젓 250G,1600,2,1
71,까나리액젓,CJ 하선정 까나리액젓 2.5KG(2057ML),14400,3,1
71,까나리액젓,[청정원] 서해안까나리액젓 750g+250g,5000,1,2
71,까나리액젓,[청정원] 서해안까나리액젓 250g,1600,2,2
71,까나리액젓,[CJ] 하선정 서해안 까나리 액젓 658ml,5280,3,2
71,까나리액젓,하선정 까나리액젓 (400G),3080,1,3
71,까나리액젓,하선정 까나리액젓 (800G),5280,2,3
71,까나리액젓,청정원 서해안 까나리액젓 (750G),5000,3,3
72,깐밤,깐밤 200G(팩),7990,1,1
72,깐밤,깐밤 율피밤 21년 햇 부여 누드 250g 4팩 진공포장 생율 알 설 명절 상차림,26500,2,1
72,깐밤,깐밤 150g 소,8900,3,1
72,깐밤,포켓 생율 (대) 150g,7980,1,2
72,깐밤,깐밤(생율) 170g,7280,2,2
72,깐밤,공주깐밤 율피조금밤 1kg,9800,3,2
72,깐밤,깐밤 (150G/봉),7490,1,3
73,깨,홈플러스시그니처 볶음깨 200G,3690,1,1
73,깨,홈플러스시그니처 깨소금 200G,3990,2,1
73,깨,simplus 고소한 볶음깨 1KG,10900,3,1
73,깨,노브랜드 볶음참깨 200g,3180,1,2
73,깨,[경천] 시골 볶음깨 500g,5680,2,2
73,깨,노브랜드 볶음참깨 1kg,9980,3,2
73,깨,오뚜기 참깨라면 용기,1200,1,3
73,깨,오뚜기 열려라 참깨라면 큰컵,1580,2,3
73,깨,오뚜기 열려라 참깨라면 (4개입),3880,3,3
74,깨소금,홈플러스시그니처 깨소금 200G,3990,1,1
74,깨소금,청화 순대 일회용 깨소금 85입X50,92750,2,1
74,깨소금,청화 순대 일회용 깨소금 85입X10,19860,3,1
74,깨소금,노브랜드 볶음깨소금 250g,4180,1,2
74,깨소금,최순희 전통명장이 만든 깨소금 180g,5180,2,2
74,깨소금,[상하농원] 고창 볶음참깨 200g,18000,3,2
74,깨소금,요리하다 볶음참깨 (500G),5500,1,3
74,깨소금,오뚜기 옛날볶음 참깨 (200G),5280,2,3
74,깨소금,오늘좋은 볶음참깨 (200G),3690,3,3
75,깨소스,오일병 소스 양념 조미료 깨 간장 450ml 블랙 24P,272900,1,1
75,깨소스,[청정원] 참깨흑임자드레싱 300g,3600,1,2
75,깨소스,참깨흑임자 105g,1880,2,2
75,깨소스,참깨흑임자220g,3980,3,2
75,깨소스,풀무원 참깨흑임자 드레싱 (495G),4990,1,3
75,깨소스,풀무원 참깨흑임자 드레싱 (220G),3990,2,3
75,깨소스,CJ 오곡참깨 드레싱 (570G),5490,3,3
76,깻잎,깻잎 (봉),2590,1,1
76,깻잎,지금한끼 깻잎(소/봉),990,2,1
76,깻잎,친환경 깻잎(봉),1990,3,1
76,깻잎,GAP 깻잎 30g(봉),1980,1,2
76,깻잎,하루채소 깻잎,990,2,2
76,깻잎,친환경 채소 행사상품 모음전,3588,3,2
76,깻잎,밀양 깻잎 (봉),1990,1,3
76,깻잎,소용량 깻잎 (봉),990,2,3
76,깻잎,[맛다름] GAP 추부깻잎 30장*2봉,2200,3,3
77,껍질콩,[햇사래] 껍질이 얇고 부드러운 흰강낭콩(네이비빈) 2kg,13900,1,1
77,껍질콩,[햇사래] 껍질이 얇고 부드러운 흰강낭콩(네이비빈) 4kg (2kg×2봉),22000,2,1
77,껍질콩,[전남 지리산 특품] 얼리지 않은 생 롱빈 그린빈 1kg,23900,3,1
77,껍질콩,냉동 그린빈스 1kg,5500,1,2
77,껍질콩,코스트코 껍질째 먹는 냉동 껍질콩 파인 프렌치 빈스 2.27kg 그린빈 냉동발송,22900,2,2
77,껍질콩,가정식 수제반찬 100여종 [3만원 이상 구매시 서비스반찬4만원 무료배송],3980,3,2
77,껍질콩,ARDO 냉동 컷그린빈 (400G),3490,1,3
77,껍질콩,그린빈스 (50G/팩),3990,2,3
77,껍질콩,내추럴발란스 그레인프리 닭고기&참치&호박&그린빈 컵캔 (78G),4500,3,3
78,꼴뚜기,꼴뚜기 150G(봉),10900,1,1
78,꼴뚜기,저염방식 꼴뚜기젓갈 500g,13900,2,1
78,꼴뚜기,ST 옥토퍼스 꼴뚜기웜 12cm - 야광 바다 루어 미끼웜,4840,3,1
78,꼴뚜기,꼴뚜기 100g,7480,1,2
78,꼴뚜기,건꼴뚜기 500g,21000,2,2
78,꼴뚜기,국산 꼴뚜기 200g,9980,3,2
78,꼴뚜기,꼴뚜기 (100G),6990,1,3
78,꼴뚜기,[푸른들마켓][강경젓갈] 꼴뚜기젓 250g,7300,2,3
78,꼴뚜기,[바다원]꼴뚜기 100g,6200,3,3
79,꽁치,동원 꽁치 300G,4990,1,1
79,꽁치,동원 꽁치 300G*2,8490,2,1
79,꽁치,동원 꽁치300G+고등어300G 기획,6990,3,1
79,꽁치,[해동][대만] 꽁치 (마리),1080,1,2
79,꽁치,동원꽁치300gx2,8480,2,2
79,꽁치,[냉장][대만] 바로 구워먹는 저염간 손질 꽁치 (5미 350g) (이마트),9980,3,2
79,꽁치,꽁치 (해동) (마리),1300,1,3
79,꽁치,동원 꽁치 (300G*2입),8480,2,3
79,꽁치,동원 꽁치 (300G),4480,3,3
